Consumed: Hi 7 @ 1589752425754 Partition: 0, Offset: 1120, By ThreadID: 12
Consumed: Hi 362 @ 1589752429466 Partition: 7, Offset: 1106, By ThreadID: 15
Consumed: Hi 366 @ 1589752429508 Partition: 6, Offset: 1153, By ThreadID: 14
Consumed: Hi 434 @ 1589752430217 Partition: 9, Offset: 1126, By ThreadID: 13
Consumed: Hi 445 @ 1589752430333 Partition: 9, Offset: 1127, By ThreadID: 13
Consumed: Hi 167 @ 1589752427446 Partition: 8, Offset: 1058, By ThreadID: 12
Consumed: Hi 379 @ 1589752429644 Partition: 7, Offset: 1107, By ThreadID: 15
Consumed: Hi 369 @ 1589752429539 Partition: 6, Offset: 1154, By ThreadID: 14
Consumed: Hi 205 @ 1589752427837 Partition: 8, Offset: 1059, By ThreadID: 12
Consumed: Hi 447 @ 1589752430353 Partition: 9, Offset: 1128, By ThreadID: 13
Consumed: Hi 467 @ 1589752430563 Partition: 9, Offset: 1129, By ThreadID: 13
Consumed: Hi 382 @ 1589752429675 Partition: 7, Offset: 1108, By ThreadID: 15
Consumed: Hi 388 @ 1589752429740 Partition: 6, Offset: 1155, By ThreadID: 14
Consumed: Hi 216 @ 1589752427951 Partition: 8, Offset: 1060, By ThreadID: 12
Consumed: Hi 400 @ 1589752429865 Partition: 7, Offset: 1109, By ThreadID: 15
Consumed: Hi 241 @ 1589752428210 Partition: 8, Offset: 1061, By ThreadID: 12
Consumed: Hi 481 @ 1589752430707 Partition: 9, Offset: 1130, By ThreadID: 13
Consumed: Hi 416 @ 1589752430030 Partition: 6, Offset: 1156, By ThreadID: 14
Consumed: Hi 437 @ 1589752430249 Partition: 6, Offset: 1157, By ThreadID: 14
Consumed: Hi 417 @ 1589752430041 Partition: 7, Offset: 1110, By ThreadID: 15
Consumed: Hi 487 @ 1589752430769 Partition: 9, Offset: 1131, By ThreadID: 13
Consumed: Hi 244 @ 1589752428241 Partition: 8, Offset: 1062, By ThreadID: 12
Consumed: Hi 257 @ 1589752428376 Partition: 8, Offset: 1063, By ThreadID: 12
Consumed: Hi 455 @ 1589752430437 Partition: 6, Offset: 1158, By ThreadID: 14
Consumed: Hi 426 @ 1589752430134 Partition: 7, Offset: 1111, By ThreadID: 15
Consumed: Hi 496 @ 1589752430863 Partition: 9, Offset: 1132, By ThreadID: 13
Consumed: Hi 259 @ 1589752428397 Partition: 8, Offset: 1064, By ThreadID: 12
Consumed: Hi 484 @ 1589752430738 Partition: 6, Offset: 1159, By ThreadID: 14
Consumed: Hi 500 @ 1589752430904 Partition: 6, Offset: 1160, By ThreadID: 14
Consumed: Hi 264 @ 1589752428448 Partition: 8, Offset: 1065, By ThreadID: 12
Consumed: Hi 537 @ 1589752431293 Partition: 6, Offset: 1161, By ThreadID: 14
Consumed: Hi 453 @ 1589752430416 Partition: 7, Offset: 1112, By ThreadID: 15
Consumed: Hi 272 @ 1589752428531 Partition: 8, Offset: 1066, By ThreadID: 12
Consumed: Hi 503 @ 1589752430935 Partition: 9, Offset: 1133, By ThreadID: 13
Consumed: Hi 305 @ 1589752428874 Partition: 8, Offset: 1067, By ThreadID: 12
Consumed: Hi 459 @ 1589752430479 Partition: 7, Offset: 1113, By ThreadID: 15
Consumed: Hi 466 @ 1589752430552 Partition: 7, Offset: 1114, By ThreadID: 15
Consumed: Hi 546 @ 1589752431385 Partition: 6, Offset: 1162, By ThreadID: 14
Consumed: Hi 489 @ 1589752430790 Partition: 7, Offset: 1115, By ThreadID: 15
Consumed: Hi 597 @ 1589752431913 Partition: 6, Offset: 1163, By ThreadID: 14
Consumed: Hi 314 @ 1589752428968 Partition: 8, Offset: 1068, By ThreadID: 12
Consumed: Hi 514 @ 1589752431054 Partition: 9, Offset: 1134, By ThreadID: 13
Consumed: Hi 602 @ 1589752431965 Partition: 6, Offset: 1164, By ThreadID: 14
Consumed: Hi 492 @ 1589752430822 Partition: 7, Offset: 1116, By ThreadID: 15
Consumed: Hi 507 @ 1589752430977 Partition: 7, Offset: 1117, By ThreadID: 15
Consumed: Hi 513 @ 1589752431044 Partition: 7, Offset: 1118, By ThreadID: 15
Consumed: Hi 598 @ 1589752431924 Partition: 9, Offset: 1135, By ThreadID: 13
Consumed: Hi 318 @ 1589752429010 Partition: 8, Offset: 1069, By ThreadID: 12
Consumed: Hi 320 @ 1589752429030 Partition: 8, Offset: 1070, By ThreadID: 12
Consumed: Hi 616 @ 1589752432112 Partition: 6, Offset: 1165, By ThreadID: 14
Consumed: Hi 322 @ 1589752429051 Partition: 8, Offset: 1071, By ThreadID: 12
Consumed: Hi 334 @ 1589752429176 Partition: 8, Offset: 1072, By ThreadID: 12
Consumed: Hi 605 @ 1589752431996 Partition: 9, Offset: 1136, By ThreadID: 13
Consumed: Hi 516 @ 1589752431075 Partition: 7, Offset: 1119, By ThreadID: 15
Consumed: Hi 620 @ 1589752432153 Partition: 6, Offset: 1166, By ThreadID: 14
Consumed: Hi 524 @ 1589752431158 Partition: 7, Offset: 1120, By ThreadID: 15
Consumed: Hi 342 @ 1589752429258 Partition: 8, Offset: 1073, By ThreadID: 12
Consumed: Hi 347 @ 1589752429309 Partition: 8, Offset: 1074, By ThreadID: 12
Consumed: Hi 627 @ 1589752432225 Partition: 9, Offset: 1137, By ThreadID: 13
Consumed: Hi 629 @ 1589752432245 Partition: 9, Offset: 1138, By ThreadID: 13
Consumed: Hi 632 @ 1589752432276 Partition: 6, Offset: 1167, By ThreadID: 14
Consumed: Hi 636 @ 1589752432317 Partition: 9, Offset: 1139, By ThreadID: 13
Consumed: Hi 533 @ 1589752431251 Partition: 7, Offset: 1121, By ThreadID: 15
Consumed: Hi 359 @ 1589752429435 Partition: 8, Offset: 1075, By ThreadID: 12
Consumed: Hi 547 @ 1589752431395 Partition: 7, Offset: 1122, By ThreadID: 15
Consumed: Hi 651 @ 1589752432469 Partition: 9, Offset: 1140, By ThreadID: 13
Consumed: Hi 635 @ 1589752432306 Partition: 6, Offset: 1168, By ThreadID: 14
Consumed: Hi 371 @ 1589752429560 Partition: 8, Offset: 1076, By ThreadID: 12
Consumed: Hi 644 @ 1589752432398 Partition: 6, Offset: 1169, By ThreadID: 14
Consumed: Hi 386 @ 1589752429719 Partition: 8, Offset: 1077, By ThreadID: 12
Consumed: Hi 660 @ 1589752432561 Partition: 6, Offset: 1170, By ThreadID: 14
Consumed: Hi 390 @ 1589752429761 Partition: 8, Offset: 1078, By ThreadID: 12
Consumed: Hi 552 @ 1589752431446 Partition: 7, Offset: 1123, By ThreadID: 15
Consumed: Hi 663 @ 1589752432591 Partition: 9, Offset: 1141, By ThreadID: 13
Consumed: Hi 563 @ 1589752431560 Partition: 7, Offset: 1124, By ThreadID: 15
Consumed: Hi 565 @ 1589752431581 Partition: 7, Offset: 1125, By ThreadID: 15
Consumed: Hi 409 @ 1589752429957 Partition: 8, Offset: 1079, By ThreadID: 12
Consumed: Hi 668 @ 1589752432642 Partition: 9, Offset: 1142, By ThreadID: 13
Consumed: Hi 670 @ 1589752432663 Partition: 6, Offset: 1171, By ThreadID: 14
Consumed: Hi 680 @ 1589752432766 Partition: 9, Offset: 1143, By ThreadID: 13
Consumed: Hi 424 @ 1589752430114 Partition: 8, Offset: 1080, By ThreadID: 12
Consumed: Hi 683 @ 1589752432797 Partition: 9, Offset: 1144, By ThreadID: 13
Consumed: Hi 672 @ 1589752432683 Partition: 6, Offset: 1172, By ThreadID: 14
Consumed: Hi 593 @ 1589752431871 Partition: 7, Offset: 1126, By ThreadID: 15
Consumed: Hi 693 @ 1589752432902 Partition: 9, Offset: 1145, By ThreadID: 13
Consumed: Hi 596 @ 1589752431903 Partition: 7, Offset: 1127, By ThreadID: 15
Consumed: Hi 695 @ 1589752432923 Partition: 9, Offset: 1146, By ThreadID: 13
Consumed: Hi 613 @ 1589752432080 Partition: 7, Offset: 1128, By ThreadID: 15
Consumed: Hi 703 @ 1589752433005 Partition: 9, Offset: 1147, By ThreadID: 13
Consumed: Hi 659 @ 1589752432551 Partition: 7, Offset: 1129, By ThreadID: 15
Consumed: Hi 679 @ 1589752432755 Partition: 7, Offset: 1130, By ThreadID: 15
Consumed: Hi 691 @ 1589752432881 Partition: 6, Offset: 1173, By ThreadID: 14
Consumed: Hi 721 @ 1589752433190 Partition: 6, Offset: 1174, By ThreadID: 14
Consumed: Hi 440 @ 1589752430280 Partition: 8, Offset: 1081, By ThreadID: 12
Consumed: Hi 456 @ 1589752430448 Partition: 8, Offset: 1082, By ThreadID: 12
Consumed: Hi 706 @ 1589752433036 Partition: 9, Offset: 1148, By ThreadID: 13
Consumed: Hi 709 @ 1589752433067 Partition: 9, Offset: 1149, By ThreadID: 13
Consumed: Hi 682 @ 1589752432787 Partition: 7, Offset: 1131, By ThreadID: 15
Consumed: Hi 740 @ 1589752433386 Partition: 9, Offset: 1150, By ThreadID: 13
Consumed: Hi 472 @ 1589752430614 Partition: 8, Offset: 1083, By ThreadID: 12
Consumed: Hi 728 @ 1589752433262 Partition: 6, Offset: 1175, By ThreadID: 14
Consumed: Hi 737 @ 1589752433354 Partition: 6, Offset: 1176, By ThreadID: 14
Consumed: Hi 688 @ 1589752432849 Partition: 7, Offset: 1132, By ThreadID: 15
Consumed: Hi 747 @ 1589752433458 Partition: 9, Offset: 1151, By ThreadID: 13
Consumed: Hi 493 @ 1589752430832 Partition: 8, Offset: 1084, By ThreadID: 12
Consumed: Hi 755 @ 1589752433540 Partition: 9, Offset: 1152, By ThreadID: 13
Consumed: Hi 750 @ 1589752433489 Partition: 6, Offset: 1177, By ThreadID: 14
Consumed: Hi 497 @ 1589752430874 Partition: 8, Offset: 1085, By ThreadID: 12
Consumed: Hi 752 @ 1589752433509 Partition: 6, Offset: 1178, By ThreadID: 14
Consumed: Hi 509 @ 1589752430998 Partition: 8, Offset: 1086, By ThreadID: 12
Consumed: Hi 725 @ 1589752433231 Partition: 7, Offset: 1133, By ThreadID: 15
Consumed: Hi 736 @ 1589752433344 Partition: 7, Offset: 1134, By ThreadID: 15
Consumed: Hi 806 @ 1589752434066 Partition: 9, Offset: 1153, By ThreadID: 13
Consumed: Hi 830 @ 1589752434313 Partition: 9, Offset: 1154, By ThreadID: 13
Consumed: Hi 772 @ 1589752433717 Partition: 6, Offset: 1179, By ThreadID: 14
Consumed: Hi 512 @ 1589752431033 Partition: 8, Offset: 1087, By ThreadID: 12
Consumed: Hi 835 @ 1589752434365 Partition: 9, Offset: 1155, By ThreadID: 13
Consumed: Hi 743 @ 1589752433417 Partition: 7, Offset: 1135, By ThreadID: 15
Consumed: Hi 775 @ 1589752433747 Partition: 6, Offset: 1180, By ThreadID: 14
Consumed: Hi 844 @ 1589752434457 Partition: 9, Offset: 1156, By ThreadID: 13
Consumed: Hi 761 @ 1589752433602 Partition: 7, Offset: 1136, By ThreadID: 15
Consumed: Hi 517 @ 1589752431085 Partition: 8, Offset: 1088, By ThreadID: 12
Consumed: Hi 795 @ 1589752433953 Partition: 6, Offset: 1181, By ThreadID: 14
Consumed: Hi 810 @ 1589752434107 Partition: 6, Offset: 1182, By ThreadID: 14
Consumed: Hi 519 @ 1589752431106 Partition: 8, Offset: 1089, By ThreadID: 12
Consumed: Hi 878 @ 1589752434808 Partition: 9, Offset: 1157, By ThreadID: 13
Consumed: Hi 782 @ 1589752433819 Partition: 7, Offset: 1137, By ThreadID: 15
Consumed: Hi 819 @ 1589752434199 Partition: 6, Offset: 1183, By ThreadID: 14
Consumed: Hi 522 @ 1589752431137 Partition: 8, Offset: 1090, By ThreadID: 12
Consumed: Hi 809 @ 1589752434097 Partition: 7, Offset: 1138, By ThreadID: 15
Consumed: Hi 534 @ 1589752431262 Partition: 8, Offset: 1091, By ThreadID: 12
Consumed: Hi 812 @ 1589752434128 Partition: 7, Offset: 1139, By ThreadID: 15
Consumed: Hi 829 @ 1589752434303 Partition: 6, Offset: 1184, By ThreadID: 14
Consumed: Hi 883 @ 1589752434859 Partition: 9, Offset: 1158, By ThreadID: 13
Consumed: Hi 823 @ 1589752434241 Partition: 7, Offset: 1140, By ThreadID: 15
Consumed: Hi 834 @ 1589752434354 Partition: 6, Offset: 1185, By ThreadID: 14
Consumed: Hi 539 @ 1589752431313 Partition: 8, Offset: 1092, By ThreadID: 12
Consumed: Hi 887 @ 1589752434900 Partition: 9, Offset: 1159, By ThreadID: 13
Consumed: Hi 840 @ 1589752434416 Partition: 6, Offset: 1186, By ThreadID: 14
Consumed: Hi 894 @ 1589752434972 Partition: 9, Offset: 1160, By ThreadID: 13
Consumed: Hi 853 @ 1589752434549 Partition: 6, Offset: 1187, By ThreadID: 14
Consumed: Hi 543 @ 1589752431354 Partition: 8, Offset: 1093, By ThreadID: 12
Consumed: Hi 832 @ 1589752434334 Partition: 7, Offset: 1141, By ThreadID: 15
Consumed: Hi 549 @ 1589752431416 Partition: 8, Offset: 1094, By ThreadID: 12
Consumed: Hi 851 @ 1589752434529 Partition: 7, Offset: 1142, By ThreadID: 15
Consumed: Hi 896 @ 1589752434993 Partition: 9, Offset: 1161, By ThreadID: 13
Consumed: Hi 861 @ 1589752434632 Partition: 6, Offset: 1188, By ThreadID: 14
Consumed: Hi 864 @ 1589752434663 Partition: 6, Offset: 1189, By ThreadID: 14
Consumed: Hi 873 @ 1589752434756 Partition: 7, Offset: 1143, By ThreadID: 15
Consumed: Hi 575 @ 1589752431684 Partition: 8, Offset: 1095, By ThreadID: 12
Consumed: Hi 867 @ 1589752434694 Partition: 6, Offset: 1190, By ThreadID: 14
Consumed: Hi 882 @ 1589752434849 Partition: 7, Offset: 1144, By ThreadID: 15
Consumed: Hi 909 @ 1589752435127 Partition: 9, Offset: 1162, By ThreadID: 13
Consumed: Hi 578 @ 1589752431716 Partition: 8, Offset: 1096, By ThreadID: 12
Consumed: Hi 872 @ 1589752434746 Partition: 6, Offset: 1191, By ThreadID: 14
Consumed: Hi 586 @ 1589752431798 Partition: 8, Offset: 1097, By ThreadID: 12
Consumed: Hi 889 @ 1589752434921 Partition: 7, Offset: 1145, By ThreadID: 15
Consumed: Hi 920 @ 1589752435240 Partition: 9, Offset: 1163, By ThreadID: 13
Consumed: Hi 941 @ 1589752435457 Partition: 9, Offset: 1164, By ThreadID: 13
Consumed: Hi 608 @ 1589752432028 Partition: 8, Offset: 1098, By ThreadID: 12
Consumed: Hi 876 @ 1589752434787 Partition: 6, Offset: 1192, By ThreadID: 14
Consumed: Hi 945 @ 1589752435499 Partition: 9, Offset: 1165, By ThreadID: 13
Consumed: Hi 903 @ 1589752435065 Partition: 7, Offset: 1146, By ThreadID: 15
Consumed: Hi 925 @ 1589752435292 Partition: 7, Offset: 1147, By ThreadID: 15
Consumed: Hi 879 @ 1589752434818 Partition: 6, Offset: 1193, By ThreadID: 14
Consumed: Hi 930 @ 1589752435344 Partition: 7, Offset: 1148, By ThreadID: 15
Consumed: Hi 610 @ 1589752432049 Partition: 8, Offset: 1099, By ThreadID: 12
Consumed: Hi 637 @ 1589752432327 Partition: 8, Offset: 1100, By ThreadID: 12
Consumed: Hi 639 @ 1589752432347 Partition: 8, Offset: 1101, By ThreadID: 12
Consumed: Hi 653 @ 1589752432490 Partition: 8, Offset: 1102, By ThreadID: 12
Consumed: Hi 898 @ 1589752435014 Partition: 6, Offset: 1194, By ThreadID: 14
Consumed: Hi 962 @ 1589752435674 Partition: 9, Offset: 1166, By ThreadID: 13
Consumed: Hi 944 @ 1589752435489 Partition: 6, Offset: 1195, By ThreadID: 14
Consumed: Hi 951 @ 1589752435561 Partition: 6, Offset: 1196, By ThreadID: 14
Consumed: Hi 971 @ 1589752435765 Partition: 9, Offset: 1167, By ThreadID: 13
Consumed: Hi 956 @ 1589752435612 Partition: 6, Offset: 1197, By ThreadID: 14
Consumed: Hi 674 @ 1589752432704 Partition: 8, Offset: 1103, By ThreadID: 12
Consumed: Hi 958 @ 1589752435633 Partition: 7, Offset: 1149, By ThreadID: 15
Consumed: Hi 977 @ 1589752435826 Partition: 7, Offset: 1150, By ThreadID: 15
Consumed: Hi 970 @ 1589752435755 Partition: 6, Offset: 1198, By ThreadID: 14
Consumed: Hi 976 @ 1589752435816 Partition: 9, Offset: 1168, By ThreadID: 13
Consumed: Hi 686 @ 1589752432828 Partition: 8, Offset: 1104, By ThreadID: 12
Consumed: Hi 983 @ 1589752435887 Partition: 7, Offset: 1151, By ThreadID: 15
Consumed: Hi 689 @ 1589752432860 Partition: 8, Offset: 1105, By ThreadID: 12
Consumed: Hi 8 @ 1589752425765 Partition: 11, Offset: 1081, By ThreadID: 15
Consumed: Hi 972 @ 1589752435775 Partition: 6, Offset: 1199, By ThreadID: 14
Consumed: Hi 979 @ 1589752435846 Partition: 6, Offset: 1200, By ThreadID: 14
Consumed: Hi 18 @ 1589752425872 Partition: 11, Offset: 1082, By ThreadID: 15
Consumed: Hi 35 @ 1589752426054 Partition: 11, Offset: 1083, By ThreadID: 15
Consumed: Hi 984 @ 1589752435897 Partition: 9, Offset: 1169, By ThreadID: 13
Consumed: Hi 986 @ 1589752435917 Partition: 9, Offset: 1170, By ThreadID: 13
Consumed: Hi 46 @ 1589752426171 Partition: 11, Offset: 1084, By ThreadID: 15
Consumed: Hi 994 @ 1589752435998 Partition: 9, Offset: 1171, By ThreadID: 13
Consumed: Hi 697 @ 1589752432943 Partition: 8, Offset: 1106, By ThreadID: 12
Consumed: Hi 54 @ 1589752426256 Partition: 11, Offset: 1085, By ThreadID: 15
Consumed: Hi 981 @ 1589752435866 Partition: 6, Offset: 1201, By ThreadID: 14
Consumed: Hi 997 @ 1589752436028 Partition: 6, Offset: 1202, By ThreadID: 14
Consumed: Hi 2 @ 1589752425702 Partition: 10, Offset: 1064, By ThreadID: 14
Consumed: Hi 711 @ 1589752433088 Partition: 8, Offset: 1107, By ThreadID: 12
Consumed: Hi 59 @ 1589752426310 Partition: 11, Offset: 1086, By ThreadID: 15
Consumed: Hi 16 @ 1589752425851 Partition: 10, Offset: 1065, By ThreadID: 14
Consumed: Hi 729 @ 1589752433272 Partition: 8, Offset: 1108, By ThreadID: 12
Consumed: Hi 62 @ 1589752426341 Partition: 11, Offset: 1087, By ThreadID: 15
Consumed: Hi 24 @ 1589752425936 Partition: 10, Offset: 1066, By ThreadID: 14
Consumed: Hi 742 @ 1589752433406 Partition: 8, Offset: 1109, By ThreadID: 12
Consumed: Hi 65 @ 1589752426373 Partition: 11, Offset: 1088, By ThreadID: 15
Consumed: Hi 29 @ 1589752425990 Partition: 10, Offset: 1067, By ThreadID: 14
Consumed: Hi 76 @ 1589752426490 Partition: 11, Offset: 1089, By ThreadID: 15
Consumed: Hi 33 @ 1589752426032 Partition: 10, Offset: 1068, By ThreadID: 14
Consumed: Hi 759 @ 1589752433582 Partition: 8, Offset: 1110, By ThreadID: 12
Consumed: Hi 764 @ 1589752433633 Partition: 8, Offset: 1111, By ThreadID: 12
Consumed: Hi 47 @ 1589752426181 Partition: 10, Offset: 1069, By ThreadID: 14
Consumed: Hi 82 @ 1589752426554 Partition: 11, Offset: 1090, By ThreadID: 15
Consumed: Hi 100 @ 1589752426744 Partition: 11, Offset: 1091, By ThreadID: 15
Consumed: Hi 55 @ 1589752426267 Partition: 10, Offset: 1070, By ThreadID: 14
Consumed: Hi 86 @ 1589752426596 Partition: 10, Offset: 1071, By ThreadID: 14
Consumed: Hi 106 @ 1589752426808 Partition: 11, Offset: 1092, By ThreadID: 15
Consumed: Hi 774 @ 1589752433737 Partition: 8, Offset: 1112, By ThreadID: 12
Consumed: Hi 783 @ 1589752433830 Partition: 8, Offset: 1113, By ThreadID: 12
Consumed: Hi 134 @ 1589752427103 Partition: 11, Offset: 1093, By ThreadID: 15
Consumed: Hi 148 @ 1589752427250 Partition: 11, Offset: 1094, By ThreadID: 15
Consumed: Hi 798 @ 1589752433984 Partition: 8, Offset: 1114, By ThreadID: 12
Consumed: Hi 98 @ 1589752426723 Partition: 10, Offset: 1072, By ThreadID: 14
Consumed: Hi 161 @ 1589752427384 Partition: 11, Offset: 1095, By ThreadID: 15
Consumed: Hi 824 @ 1589752434251 Partition: 8, Offset: 1115, By ThreadID: 12
Consumed: Hi 102 @ 1589752426765 Partition: 10, Offset: 1073, By ThreadID: 14
Consumed: Hi 827 @ 1589752434282 Partition: 8, Offset: 1116, By ThreadID: 12
Consumed: Hi 171 @ 1589752427486 Partition: 11, Offset: 1096, By ThreadID: 15
Consumed: Hi 110 @ 1589752426850 Partition: 10, Offset: 1074, By ThreadID: 14
Consumed: Hi 831 @ 1589752434323 Partition: 8, Offset: 1117, By ThreadID: 12
Consumed: Hi 184 @ 1589752427620 Partition: 11, Offset: 1097, By ThreadID: 15
Consumed: Hi 118 @ 1589752426935 Partition: 10, Offset: 1075, By ThreadID: 14
Consumed: Hi 192 @ 1589752427703 Partition: 11, Offset: 1098, By ThreadID: 15
Consumed: Hi 841 @ 1589752434426 Partition: 8, Offset: 1118, By ThreadID: 12
Consumed: Hi 202 @ 1589752427806 Partition: 11, Offset: 1099, By ThreadID: 15
Consumed: Hi 138 @ 1589752427145 Partition: 10, Offset: 1076, By ThreadID: 14
Consumed: Hi 852 @ 1589752434539 Partition: 8, Offset: 1119, By ThreadID: 12
Consumed: Hi 143 @ 1589752427198 Partition: 10, Offset: 1077, By ThreadID: 14
Consumed: Hi 147 @ 1589752427240 Partition: 10, Offset: 1078, By ThreadID: 14
Consumed: Hi 862 @ 1589752434642 Partition: 8, Offset: 1120, By ThreadID: 12
Consumed: Hi 160 @ 1589752427374 Partition: 10, Offset: 1079, By ThreadID: 14
Consumed: Hi 207 @ 1589752427858 Partition: 11, Offset: 1100, By ThreadID: 15
Consumed: Hi 211 @ 1589752427899 Partition: 11, Offset: 1101, By ThreadID: 15
Consumed: Hi 874 @ 1589752434767 Partition: 8, Offset: 1121, By ThreadID: 12
Consumed: Hi 172 @ 1589752427497 Partition: 10, Offset: 1080, By ThreadID: 14
Consumed: Hi 246 @ 1589752428262 Partition: 11, Offset: 1102, By ThreadID: 15
Consumed: Hi 897 @ 1589752435004 Partition: 8, Offset: 1122, By ThreadID: 12
Consumed: Hi 175 @ 1589752427527 Partition: 10, Offset: 1081, By ThreadID: 14
Consumed: Hi 899 @ 1589752435024 Partition: 8, Offset: 1123, By ThreadID: 12
Consumed: Hi 918 @ 1589752435220 Partition: 8, Offset: 1124, By ThreadID: 12
Consumed: Hi 251 @ 1589752428314 Partition: 11, Offset: 1103, By ThreadID: 15
Consumed: Hi 928 @ 1589752435323 Partition: 8, Offset: 1125, By ThreadID: 12
Consumed: Hi 186 @ 1589752427641 Partition: 10, Offset: 1082, By ThreadID: 14
Consumed: Hi 948 @ 1589752435530 Partition: 8, Offset: 1126, By ThreadID: 12
Consumed: Hi 195 @ 1589752427734 Partition: 10, Offset: 1083, By ThreadID: 14
Consumed: Hi 265 @ 1589752428458 Partition: 11, Offset: 1104, By ThreadID: 15
Consumed: Hi 273 @ 1589752428541 Partition: 11, Offset: 1105, By ThreadID: 15
Consumed: Hi 283 @ 1589752428645 Partition: 11, Offset: 1106, By ThreadID: 15
Consumed: Hi 967 @ 1589752435724 Partition: 8, Offset: 1127, By ThreadID: 12
Consumed: Hi 214 @ 1589752427930 Partition: 10, Offset: 1084, By ThreadID: 14
Consumed: Hi 293 @ 1589752428749 Partition: 11, Offset: 1107, By ThreadID: 15
Consumed: Hi 228 @ 1589752428076 Partition: 10, Offset: 1085, By ThreadID: 14
Consumed: Hi 973 @ 1589752435785 Partition: 8, Offset: 1128, By ThreadID: 12
Consumed: Hi 230 @ 1589752428097 Partition: 10, Offset: 1086, By ThreadID: 14
Consumed: Hi 295 @ 1589752428770 Partition: 11, Offset: 1108, By ThreadID: 15
Consumed: Hi 297 @ 1589752428790 Partition: 11, Offset: 1109, By ThreadID: 15
Consumed: Hi 980 @ 1589752435856 Partition: 8, Offset: 1129, By ThreadID: 12
Consumed: Hi 253 @ 1589752428335 Partition: 10, Offset: 1087, By ThreadID: 14
Consumed: Hi 344 @ 1589752429279 Partition: 11, Offset: 1110, By ThreadID: 15
Consumed: Hi 256 @ 1589752428366 Partition: 10, Offset: 1088, By ThreadID: 14
Consumed: Hi 988 @ 1589752435937 Partition: 8, Offset: 1130, By ThreadID: 12
Consumed: Hi 276 @ 1589752428573 Partition: 10, Offset: 1089, By ThreadID: 14
Consumed: Hi 372 @ 1589752429570 Partition: 11, Offset: 1111, By ThreadID: 15
Consumed: Hi 377 @ 1589752429623 Partition: 11, Offset: 1112, By ThreadID: 15
Consumed: Hi 380 @ 1589752429654 Partition: 11, Offset: 1113, By ThreadID: 15
Consumed: Hi 287 @ 1589752428687 Partition: 10, Offset: 1090, By ThreadID: 14
Consumed: Hi 384 @ 1589752429699 Partition: 11, Offset: 1114, By ThreadID: 15
Consumed: Hi 290 @ 1589752428718 Partition: 10, Offset: 1091, By ThreadID: 14
Consumed: Hi 304 @ 1589752428864 Partition: 10, Offset: 1092, By ThreadID: 14
Consumed: Hi 392 @ 1589752429782 Partition: 11, Offset: 1115, By ThreadID: 15
Consumed: Hi 307 @ 1589752428895 Partition: 10, Offset: 1093, By ThreadID: 14
Consumed: Hi 315 @ 1589752428979 Partition: 10, Offset: 1094, By ThreadID: 14
Consumed: Hi 399 @ 1589752429855 Partition: 11, Offset: 1116, By ThreadID: 15
Consumed: Hi 352 @ 1589752429361 Partition: 10, Offset: 1095, By ThreadID: 14
Consumed: Hi 403 @ 1589752429896 Partition: 11, Offset: 1117, By ThreadID: 15
Consumed: Hi 412 @ 1589752429989 Partition: 11, Offset: 1118, By ThreadID: 15
Consumed: Hi 423 @ 1589752430103 Partition: 11, Offset: 1119, By ThreadID: 15
Consumed: Hi 356 @ 1589752429404 Partition: 10, Offset: 1096, By ThreadID: 14
Consumed: Hi 370 @ 1589752429549 Partition: 10, Offset: 1097, By ThreadID: 14
Consumed: Hi 432 @ 1589752430196 Partition: 11, Offset: 1120, By ThreadID: 15
Consumed: Hi 436 @ 1589752430238 Partition: 11, Offset: 1121, By ThreadID: 15
Consumed: Hi 408 @ 1589752429947 Partition: 10, Offset: 1098, By ThreadID: 14
Consumed: Hi 439 @ 1589752430270 Partition: 11, Offset: 1122, By ThreadID: 15
Consumed: Hi 441 @ 1589752430291 Partition: 11, Offset: 1123, By ThreadID: 15
Consumed: Hi 414 @ 1589752430010 Partition: 10, Offset: 1099, By ThreadID: 14
Consumed: Hi 421 @ 1589752430082 Partition: 10, Offset: 1100, By ThreadID: 14
Consumed: Hi 468 @ 1589752430573 Partition: 11, Offset: 1124, By ThreadID: 15
Consumed: Hi 479 @ 1589752430686 Partition: 11, Offset: 1125, By ThreadID: 15
Consumed: Hi 490 @ 1589752430801 Partition: 11, Offset: 1126, By ThreadID: 15
Consumed: Hi 433 @ 1589752430207 Partition: 10, Offset: 1101, By ThreadID: 14
Consumed: Hi 506 @ 1589752430967 Partition: 11, Offset: 1127, By ThreadID: 15
Consumed: Hi 442 @ 1589752430301 Partition: 10, Offset: 1102, By ThreadID: 14
Consumed: Hi 521 @ 1589752431126 Partition: 11, Offset: 1128, By ThreadID: 15
Consumed: Hi 448 @ 1589752430364 Partition: 10, Offset: 1103, By ThreadID: 14
Consumed: Hi 535 @ 1589752431272 Partition: 11, Offset: 1129, By ThreadID: 15
Consumed: Hi 454 @ 1589752430427 Partition: 10, Offset: 1104, By ThreadID: 14
Consumed: Hi 538 @ 1589752431303 Partition: 11, Offset: 1130, By ThreadID: 15
Consumed: Hi 462 @ 1589752430511 Partition: 10, Offset: 1105, By ThreadID: 14
Consumed: Hi 544 @ 1589752431364 Partition: 11, Offset: 1131, By ThreadID: 15
Consumed: Hi 579 @ 1589752431726 Partition: 11, Offset: 1132, By ThreadID: 15
Consumed: Hi 464 @ 1589752430531 Partition: 10, Offset: 1106, By ThreadID: 14
